,gene_name,total_highly_variable,total_velocity_genes,total_fit_loss,317s1_highly_variable,317s1_velocity_genes,317s1_fit_loss,317s2_highly_variable,317s2_velocity_genes,317s2_fit_loss,320s1_highly_variable,320s1_velocity_genes,320s1_fit_loss,320s2_highly_variable,320s2_velocity_genes,320s2_fit_loss,323s1_highly_variable,323s1_velocity_genes,323s1_fit_loss,323s2_highly_variable,323s2_velocity_genes,323s2_fit_loss,326s1_highly_variable,326s1_velocity_genes,326s1_fit_loss,326s2_highly_variable,326s2_velocity_genes,326s2_fit_loss,329s1_highly_variable,329s1_velocity_genes,329s1_fit_loss,329s2_highly_variable,329s2_velocity_genes,329s2_fit_loss,overdisp_S,overdisp_U,nonzero_S,nonzero_U
169,Aldh7a1,,,,,,,,,,,,,,,,True,False,0.04107441008090973,,,,,,,True,False,0.050087571144104004,,,,,,,1.64995129948172,0.490421090771836,0.36877705627705626,0.03192640692640693
170,Aldoa,True,False,2.954805374145508,True,False,1.0505598783493042,True,False,1.4171713590621948,True,False,1.371882677078247,True,False,1.0174800157546997,True,False,1.3590717315673828,True,False,1.1608449220657349,True,False,1.149778127670288,True,False,0.9795949459075928,True,False,0.823958158493042,True,False,1.6101078987121582,2.44862028581683,inf,0.9058441558441559,0.007575757575757576
171,Alg14,,,,,,,,,,,,,,,,True,False,0.0284709632396698,,,,True,False,0.0353088341653347,,,,,,,,,,3.56861555709121,0.767838817286698,0.200487012987013,0.053841991341991344
172,Alkbh1,,,,,,,,,,True,False,0.050674136728048325,,,,,,,,,,,,,,,,,,,,,,5.71891720857972,2.39936139499709,0.12012987012987013,0.10362554112554112
173,Ambp,True,True,1.637366771697998,True,True,0.2808818817138672,True,True,0.3649444282054901,True,True,0.34749627113342285,True,True,0.28152400255203247,True,True,0.40165412425994873,True,True,0.3455398380756378,True,True,0.3347571790218353,True,True,0.3971494436264038,True,True,0.3100159466266632,True,True,0.34082552790641785,0.900790161830664,0.89786677731855,0.7491883116883116,0.17505411255411257
174,Ambra1,,,,,,,,,,,,,True,False,0.6644231677055359,,,,,,,,,,,,,,,,,,,1.21831534053767,3.15638861180318,0.052759740259740256,0.4834956709956709
175,Amer1,True,False,0.16992537677288055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22778231799568,inf,0.31601731601731603,0.006222943722943724
176,Amfr,,,,True,False,0.053330909460783005,True,False,0.061610687524080276,True,False,0.059171803295612335,True,False,0.05658812075853348,True,False,0.06424654275178909,True,False,0.09594622254371643,,,,True,False,0.04463987797498703,True,False,0.05193302035331726,True,False,0.05029671639204025,9.31090447570234,2.63397652051181,0.299512987012987,0.05438311688311688
177,Ammecr1,,,,,,,,,,,,,True,False,0.016867104917764664,,,,,,,,,,,,,,,,,,,1.26884065706402,0.681625656459464,0.1222943722943723,0.05005411255411256
178,Ammecr1l,,,,True,False,0.08369310945272446,,,,,,,,,,,,,,,,True,False,0.0894140899181366,True,False,0.07395628839731216,,,,,,,6.78503571197415,2.32674982048971,0.28382034632034636,0.15665584415584416
179,Amn1,,,,True,False,0.050707556307315826,True,False,0.04195201024413109,True,False,0.04640552029013634,True,False,0.06757060438394547,True,False,0.04068337008357048,True,False,0.07134795188903809,True,False,0.04403763264417648,True,False,0.02985474467277527,True,False,0.03164748102426529,,,,4.18808451606161,0.728675934369694,0.26406926406926406,0.06331168831168832
180,Amotl1,True,True,0.02487979270517826,True,False,0.05714350938796997,True,False,0.0513925775885582,True,True,0.00993525143712759,True,True,0.00995942484587431,True,False,0.04787403345108032,True,False,0.06872354447841644,True,False,0.07046898454427719,True,False,0.05511482432484627,True,False,0.03619835153222084,True,False,0.05764109268784523,1.12022365042038,0.470139017601156,0.262987012987013,0.0514069264069264
181,Amotl2,True,True,0.22732281684875488,True,False,0.16482587158679962,True,True,0.06190438196063042,True,True,0.08276201784610748,True,True,0.05001883953809738,True,True,0.07474525272846222,True,True,0.05628083646297455,True,True,0.0678400844335556,True,False,0.1760844737291336,True,False,0.13906621932983398,True,True,0.06760234385728836,0.488350072748238,0.213817762904723,0.29653679653679654,0.026785714285714284
182,Amz2,True,False,0.034824445843696594,,,,,,,True,False,0.01898716390132904,,,,,,,,,,,,,,,,,,,True,False,0.021056191995739937,3.25176371822026,1.72879465947437,0.13474025974025974,0.053841991341991344
183,Anapc11,,,,,,,,,,True,False,0.37188664078712463,,,,True,False,0.37441322207450867,,,,True,False,0.3800159692764282,,,,,,,True,False,0.5850750207901001,2.76366323574183,0.192369575564138,0.775974025974026,0.015963203463203464
184,Anapc13,,,,,,,,,,,,,True,False,0.16666217148303986,,,,True,False,0.17553900182247162,,,,True,False,0.10519034415483475,True,False,0.12916108965873718,,,,2.93813084627406,inf,0.6274350649350648,0.05221861471861472
185,Anapc4,,,,,,,True,False,0.039077453315258026,,,,,,,,,,,,,True,False,0.07156254351139069,,,,,,,True,False,0.04079331457614899,6.08786662157397,1.68535018122398,0.2583874458874459,0.06277056277056278
186,Angel2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.03297288343310356,5.6115862041479,48703.5586080549,0.26271645021645024,0.016774891774891776
187,Ank,True,True,0.15854588150978088,True,True,0.05762092396616936,True,True,0.0287919994443655,True,True,0.05404201149940491,True,True,0.03550674021244049,True,True,0.032592255622148514,True,True,0.03193870186805725,True,True,0.03532358631491661,True,True,0.03508517146110535,True,True,0.027979226782917976,True,True,0.04543650522828102,0.401003393363316,0.300450029776878,0.30898268398268397,0.34172077922077926
188,Ank2,True,True,0.0054597873240709305,,,,True,False,0.4813811779022217,True,False,0.4132416248321533,True,False,0.44889190793037415,True,False,0.5444403886795044,True,False,0.36992543935775757,,,,True,False,0.31196877360343933,,,,True,False,0.8430930376052856,0.452154054683162,0.28589878011923,0.05005411255411256,0.16720779220779222
189,Ank3,,,,True,False,5.612581253051758,True,False,4.090941905975342,,,,True,False,3.928830146789551,True,False,3.343385696411133,,,,True,False,4.54135799407959,True,False,3.70316743850708,True,False,4.1247782707214355,True,False,5.474870204925537,2.34653560656025,2.70261300838157,0.2589285714285714,0.8057359307359306
190,Ankfy1,,,,,,,,,,,,,True,False,0.04199590906500816,,,,,,,True,False,0.03179572895169258,,,,,,,,,,28155.6371738464,2.27008395587977,0.10714285714285715,0.09604978354978355
191,Ankhd1,,,,,,,True,False,0.32135888934135437,True,False,0.2329743653535843,,,,True,False,0.3152758479118347,,,,,,,True,False,0.20500393211841583,,,,,,,5.18382774921878,5.83005848614065,0.12743506493506496,0.4112554112554112
192,Ankib1,,,,,,,,,,,,,True,False,0.034511130303144455,,,,,,,,,,,,,,,,,,,10.207444127661,0.969348946396616,0.05708874458874459,0.108495670995671
193,Ankrd1,True,True,0.0003698293585330248,True,True,0.0001749023504089564,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147240135141795,0.0067226713558148,0.006493506493506493,0.00487012987012987
194,Ankrd10,,,,,,,True,False,0.0842844620347023,True,False,0.05226149410009384,,,,,,,,,,,,,True,False,0.058650098741054535,,,,,,,2.32216600545555,1.79031702817057,0.22375541125541126,0.16152597402597402
195,Ankrd11,,,,True,False,0.09193846583366394,,,,True,False,0.09010359644889832,,,,True,False,0.06338012963533401,,,,True,False,0.13332167267799377,True,False,0.06592050194740295,,,,,,,4.48457303954195,3.67375867582804,0.42775974025974023,0.1783008658008658
196,Ankrd12,True,True,0.0197607409209013,True,True,0.0071212975308299065,True,True,0.009950614534318447,True,True,0.008421658538281918,True,True,0.008160535246133804,True,True,0.008835168555378914,True,True,0.008333107456564903,True,True,0.006709517445415258,True,True,0.010972145944833755,True,True,0.007223418913781643,True,False,0.20437422394752502,3.73864249225786,1.33669417187345,0.28733766233766234,0.22294372294372294
197,Ankrd13a,True,False,0.053409092128276825,True,False,0.04846983402967453,,,,True,False,0.04541980102658272,True,False,0.019742604345083237,True,False,0.03009187988936901,True,False,0.0392458476126194,True,False,0.03231621906161308,True,False,0.02920912578701973,,,,,,,5.16293205224535,2.32384069873236,0.14880952380952384,0.06385281385281386
198,Ankrd13c,,,,,,,True,False,0.046756938099861145,,,,True,False,0.032720912247896194,,,,,,,,,,,,,,,,,,,127880.752682872,1.88169565383069,0.16774891774891776,0.09686147186147187
199,Ankrd24,,,,,,,True,False,0.0768226832151413,True,False,0.04529256373643875,,,,True,False,0.04564901813864708,,,,,,,,,,True,False,0.053685449063777924,,,,2.49775029440562,2.58550765985607,0.11066017316017315,0.12148268398268398
200,Ankrd40,,,,,,,,,,,,,,,,,,,True,False,0.016850607469677925,,,,,,,,,,,,,inf,0.899869309605354,0.13933982683982682,0.04491341991341991
201,Ankrd44,True,True,0.010694597847759724,True,True,0.0029856092296540737,True,True,0.0030039367265999317,True,True,0.003150578122586012,True,True,0.0026131707709282637,True,True,0.0035167059395462275,True,True,0.0029237205162644386,True,True,0.0030749072320759296,True,True,0.002973745809867978,True,True,0.002891222946345806,True,True,0.004298515152186155,1.46804086151174,0.748394012853198,0.1387987012987013,0.4932359307359307
202,Anks1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.16765788197517395,9.16415129297961,1.91741699509417,0.06412337662337662,0.2077922077922078
203,Anks3,,,,True,False,0.046193547546863556,True,False,0.05370155721902847,True,False,0.03899095952510834,True,False,0.04780301824212074,True,False,0.033145722001791,True,False,0.05464600399136543,True,False,0.040605708956718445,True,False,0.04707151651382446,True,False,0.05768214911222458,True,False,0.041460976004600525,6.4443080479957,1.16827267219055,0.20102813852813853,0.09713203463203464
204,Anks6,True,True,0.005662462208420038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267075178845843,0.274450584568259,0.040313852813852816,0.05357142857142857
205,Anln,,,,True,True,0.0033360859379172325,,,,,,,True,True,0.0028904499486088753,,,,,,,,,,,,,,,,True,True,0.002376563847064972,0.0760656500004392,0.0779881737249661,0.045454545454545456,0.026244588744588744
206,Ano6,True,True,0.006829447578638792,True,False,0.5724736452102661,,,,True,False,0.3561699390411377,True,True,0.0020329162944108248,,,,True,True,0.008324926719069481,True,False,0.4551217555999756,,,,True,True,0.002151546999812126,True,True,0.006193614099174738,0.806820765467488,0.77939679955949,0.12040043290043291,0.22402597402597402
207,Anp32a,,,,,,,,,,,,,,,,,,,,,,True,False,0.4233076870441437,,,,,,,,,,4.12343606635511,3.31126684648672,0.8809523809523808,0.020292207792207792
208,Anp32b,,,,True,False,0.7713152766227722,True,False,0.6659587025642395,True,False,0.7460578680038452,True,False,0.5228224396705627,True,False,0.7423334717750549,True,False,0.7382066249847412,True,False,0.6759169697761536,True,False,0.6931343078613281,True,False,0.8204149603843689,True,False,0.6581632494926453,2.21140463504365,1.09698499232537,0.8649891774891776,0.016774891774891776
209,Anp32e,,,,True,False,0.11280764639377594,True,False,0.11515124142169952,True,False,0.14134067296981812,True,False,0.10276254266500473,True,False,0.15780679881572723,True,False,0.16047486662864685,True,False,0.10329139977693558,True,False,0.12557841837406158,True,False,0.1355704665184021,True,False,0.13174985349178314,1.71940912170018,0.602633600996517,0.48133116883116883,0.11390692640692641
210,Anpep,True,True,0.3332297205924988,True,True,0.0444512702524662,True,True,0.12321566790342331,True,False,0.4212660491466522,True,True,0.07385267317295074,True,True,0.06260845810174942,True,False,0.5238066911697388,True,True,0.07185474783182144,True,True,0.08670424669981003,True,True,0.06496831029653549,True,True,0.049825578927993774,0.33302999882791,0.149140667777835,0.24999999999999997,0.03490259740259741
211,Anxa2,True,True,1.4909980297088623,True,True,0.27367672324180603,True,True,0.1623462289571762,True,True,0.9972034692764282,True,True,0.17300613224506378,True,True,0.1865183711051941,True,True,0.19313977658748627,True,True,0.19071455299854279,True,True,1.0447065830230713,True,True,0.18847347795963287,True,True,0.18212643265724182,0.237559796479432,0.139681342456605,0.3666125541125541,0.10795454545454544
212,Anxa4,True,True,0.9866571426391602,True,True,0.24521778523921967,True,True,0.32780691981315613,True,True,0.2738710343837738,True,True,0.2575145959854126,True,True,0.2791263461112976,True,True,0.25356146693229675,True,True,0.3079127073287964,True,True,0.2876121699810028,True,True,0.3444007337093353,True,True,0.23153412342071533,1.50293132763572,0.731343536509417,0.7104978354978355,0.23079004329004327
213,Anxa5,True,True,0.7611080408096313,True,False,0.48337522149086,True,False,0.6310274004936218,True,False,0.7299939393997192,True,False,0.33615100383758545,True,False,0.5667637586593628,True,False,0.683895468711853,True,False,0.3830852508544922,True,False,0.6211498975753784,True,False,0.42059656977653503,True,False,0.6788877844810486,1.03585336894761,0.215226114688627,0.5873917748917749,0.01948051948051948
214,Anxa6,,,,,,,True,False,0.16289441287517548,True,False,0.19873684644699097,,,,,,,,,,,,,,,,,,,,,,4.78557752577138,9.7745695966956,0.6071428571428572,0.13446969696969696
215,Ap1b1,,,,True,False,0.02070268802344799,,,,,,,,,,True,False,0.024656211957335472,True,False,0.03692052140831947,True,False,0.03996385261416435,True,False,0.023106005042791367,True,False,0.02750159054994583,True,False,0.057797688990831375,4.89677918368448,0.569140304937355,0.1875,0.04680735930735931
216,Ap1g1,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.03067316673696041,,,,,,,5.71418828236904,1.55016799959114,0.2104978354978355,0.11309523809523811
217,Ap1s2,True,True,0.007692817598581314,True,True,0.003371509490534663,True,True,0.0026410617865622044,True,True,0.003919699694961309,True,True,0.0027655719313770533,True,True,0.0024864606093615294,True,True,0.00210567400790751,True,True,0.0029236541595309973,True,True,0.010090979747474194,True,True,0.0023913211189210415,True,True,0.0029886302072554827,0.477151111184242,0.503966957342711,0.10795454545454546,0.12987012987012989
218,Ap2b1,,,,,,,True,False,0.0986657664179802,True,False,0.06889337301254272,True,False,0.1054333746433258,True,False,0.13596312701702118,True,False,0.0929880365729332,True,False,0.05850466713309288,True,False,0.07904794067144394,True,False,0.09414058178663254,,,,3.52981040025559,1.74878568262595,0.21103896103896103,0.22267316017316016
219,Ap3b2,True,True,0.009471036493778229,True,True,0.004283093381673098,True,True,0.002879982814192772,True,True,0.004902428947389126,True,True,0.00328357913531363,True,True,0.004027358256280422,True,True,0.002758616581559181,True,True,0.0033035569358617067,True,True,0.0033216397278010845,True,True,0.0040862541645765305,True,True,0.0030930510256439447,0.771246926967087,0.555110874775332,0.12743506493506496,0.08955627705627706
220,Ap3d1,,,,True,False,0.05734691023826599,True,False,0.05298782140016556,True,False,0.0407356321811676,True,False,0.03650135546922684,True,False,0.027634374797344208,True,False,0.05660638585686684,True,False,0.048825498670339584,True,False,0.03666827827692032,True,False,0.04769713059067726,True,False,0.04099477455019951,7.02789283205192,0.837836358019754,0.2678571428571429,0.06141774891774893
221,Ap3m1,,,,,,,True,False,0.031633682548999786,True,False,0.025748897343873978,,,,,,,True,False,0.026544680818915367,True,False,0.025134151801466942,True,False,0.03059411235153675,,,,True,False,0.03360779210925102,6.32843764811573,4.07542744094912,0.2253787878787879,0.049783549783549784
222,Ap3s1,,,,True,False,0.2129187136888504,True,False,0.298955500125885,True,False,0.2229170799255371,True,False,0.21974362432956696,True,False,0.16686202585697174,True,False,0.2692864239215851,,,,True,False,0.24314410984516144,True,False,0.20472249388694763,True,False,0.28143927454948425,5.05531200772945,1.48967708896199,0.5630411255411255,0.11525974025974026
223,Ap4s1,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.02456982433795929,,,,,,,3.67605103212193,10.5628965266453,0.23079004329004327,0.03787878787878788
224,Apba1,True,False,1.3181533813476562,,,,,,,,,,True,False,0.28617650270462036,,,,,,,,,,,,,,,,,,,inf,0.361208204982396,0.014610389610389612,0.16396103896103897
225,Apbb1,True,False,0.2607836425304413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02013557128378,0.242188644248417,0.2537878787878788,0.01028138528138528
226,Apbb2,True,False,1.5095019340515137,,,,True,False,0.23173733055591583,True,False,0.21500925719738007,True,False,0.20532263815402985,True,False,0.5032454133033752,True,False,0.20879290997982025,True,False,0.21895387768745422,True,False,0.5325120091438293,True,False,0.3826296627521515,True,False,0.2967536151409149,2.05112312421679,1.55112854480492,0.1436688311688312,0.3079004329004329
227,Apc,,,,True,False,0.10218599438667297,True,False,0.13528478145599365,,,,True,False,0.09588956087827682,,,,,,,True,False,0.10493255406618118,True,False,0.09527130424976349,,,,True,False,0.07067693024873734,2.93340022820324,3.00170083406955,0.17045454545454547,0.22456709956709958
228,Aplp1,True,False,26.028423309326172,True,False,8.406866073608398,True,False,8.962776184082031,True,False,9.646623611450195,True,False,8.335265159606934,True,False,7.7108283042907715,True,False,8.984862327575684,True,False,11.183601379394531,True,False,7.5623273849487305,True,False,8.167254447937012,True,False,9.705999374389648,0.818600276586811,0.459990187555273,0.7132034632034632,0.06060606060606061
229,Aplp2,True,False,0.4789356291294098,True,False,0.22531968355178833,True,False,0.25125089287757874,True,False,0.18830184638500214,True,False,0.18591515719890594,True,False,0.20236410200595856,True,False,0.36559754610061646,True,False,0.18195833265781403,True,False,0.2809112071990967,True,False,0.19081470370292664,True,False,0.2762523591518402,1.82312461876086,0.6767766289973,0.6341991341991341,0.2270021645021645
230,Apoc1,True,False,0.3334788978099823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301925717294496,inf,0.23917748917748916,0.002705627705627706
231,App,True,False,1.659889817237854,True,False,0.515446662902832,True,False,0.9494458436965942,True,False,0.645756185054779,True,False,0.9256995320320129,True,False,0.49874311685562134,True,False,0.797318160533905,True,False,0.5381675362586975,True,False,0.699275016784668,True,False,0.6464028358459473,True,False,0.7316105365753174,5.04880858996419,1.85023945920267,0.8054653679653678,0.5045995670995671
232,Appl1,,,,True,False,0.04140259325504303,True,False,0.08507020771503448,True,False,0.031189389526844025,True,False,0.03082035295665264,,,,True,False,0.02944887988269329,True,False,0.0437297560274601,,,,True,False,0.04806052893400192,,,,4.26708391446859,1.62498769391197,0.20616883116883117,0.09442640692640694
233,Appl2,,,,True,False,0.042400091886520386,True,False,0.026953184977173805,,,,,,,True,False,0.02960263006389141,,,,,,,,,,True,False,0.03484732285141945,,,,2.8443766242277,9.12445164192572,0.21563852813852813,0.043290043290043295
234,Araf,,,,,,,True,False,0.0889413133263588,,,,,,,,,,True,False,0.09296341240406036,True,False,0.0820203348994255,,,,,,,True,False,0.08424326032400131,2.37074436506867,0.743670090575738,0.17397186147186147,0.137987012987013
235,Arel1,True,False,0.06347349286079407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53813197515437,1.59931588805159,0.04707792207792208,0.06331168831168832
236,Arf3,,,,True,False,0.134420707821846,,,,True,False,0.10397966206073761,True,False,0.10468464344739914,True,False,0.07981307804584503,,,,True,False,0.14977681636810303,,,,,,,,,,7.00746964498026,4.92233684113144,0.4283008658008658,0.11823593073593074
237,Arf5,True,False,14.325224876403809,True,False,4.13742733001709,True,False,4.240872859954834,True,False,4.462559700012207,True,False,5.868086338043213,True,False,4.511855125427246,True,False,5.695291042327881,True,False,5.541779041290283,True,False,4.991007328033447,True,False,3.772850751876831,True,False,5.3849639892578125,4.69927678240744,inf,0.9878246753246753,0.023268398268398268
238,Arfgap1,,,,,,,,,,,,,,,,,,,True,False,0.08763071894645691,,,,,,,,,,,,,79581.9023800193,2.38015521761089,0.23674242424242425,0.1617965367965368
239,Arfgap2,,,,,,,,,,,,,True,False,0.05989909544587135,,,,,,,,,,,,,,,,,,,68.1578753896603,inf,0.31006493506493504,0.1287878787878788
240,Arfgap3,True,True,0.014060096815228462,True,False,0.17019306123256683,True,True,0.005887738429009914,True,False,0.1893845796585083,True,False,0.14774401485919952,True,False,0.18777503073215485,True,False,0.16289395093917847,True,False,0.26837238669395447,True,False,0.12381825596094131,True,False,0.26011884212493896,True,True,0.004865304101258516,1.28582128513384,0.787866047155914,0.19967532467532467,0.1663961038961039
241,Arfgef1,,,,True,False,0.04433787986636162,,,,,,,True,False,0.040403928607702255,True,False,0.039432406425476074,,,,True,False,0.057045675814151764,,,,True,False,0.03964690864086151,,,,6.91701382043933,2.95832485620338,0.2364718614718615,0.1561147186147186
242,Arfgef3,True,True,0.002575446618720889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54624361548191,0.771332600479055,0.048430735930735935,0.06385281385281386
243,Arg1,True,True,1.0464328527450562,True,True,0.08499503880739212,True,True,0.24912357330322266,True,True,0.18249954283237457,True,True,0.10285494476556778,True,True,0.22515863180160522,True,True,0.11580336093902588,True,True,0.23803478479385376,True,True,0.11488555371761322,True,True,0.20436398684978485,True,True,0.12021700292825699,0.0733416968730273,0.454009119219981,0.12121212121212122,0.012987012987012986
244,Arglu1,,,,True,False,0.07018675655126572,True,False,0.07657074928283691,,,,True,False,0.058101411908864975,,,,,,,,,,,,,True,False,0.058629732578992844,True,False,0.079666368663311,3.48661198627304,34918.307378848,0.538961038961039,0.02895021645021645
245,Arhgap12,,,,,,,,,,,,,,,,,,,True,False,0.038824573159217834,,,,,,,,,,,,,2.74127145935592,1.24788996987166,0.10091991341991342,0.12391774891774893
246,Arhgap17,,,,,,,,,,,,,,,,,,,True,False,0.014361203648149967,,,,,,,,,,,,,inf,1.06150407369887,0.10822510822510822,0.05438311688311688
247,Arhgap18,,,,True,False,0.2733784317970276,,,,True,False,0.3124538064002991,True,False,0.2118857204914093,,,,True,False,0.3420906960964203,True,False,0.17097942531108856,,,,True,False,0.23404954373836517,,,,0.740603927646828,0.641991274838259,0.09767316017316019,0.17992424242424243
248,Arhgap23,True,False,0.2424786537885666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.725639289618326,0.863746547056083,0.04220779220779221,0.13068181818181818
249,Arhgap29,,,,,,,,,,,,,,,,,,,,,,True,False,0.01097184233367443,,,,,,,,,,1.00727111119109,0.611500939901315,0.08658008658008658,0.031385281385281384
250,Arhgap32,True,False,0.1374000608921051,True,False,0.04815928265452385,,,,True,False,0.1521214246749878,,,,,,,True,False,0.06635100394487381,True,False,0.08880998194217682,,,,,,,True,False,0.06746119260787964,1.04940104978547,2.03291109746392,0.06818181818181818,0.16504329004329005
251,Arhgap35,,,,,,,True,False,0.057573046535253525,,,,,,,True,False,0.13354238867759705,,,,,,,,,,,,,,,,3.89400050838373,2.92800226342673,0.12932900432900435,0.22862554112554112
252,Arhgap36,True,True,0.08088375627994537,,,,True,True,0.016046978533267975,True,True,0.0176949854940176,True,True,0.017456594854593277,True,True,0.016675110906362534,,,,True,True,0.022317299619317055,True,True,0.011228028684854507,True,True,0.018254920840263367,,,,0.0325410997523845,0.0253248585745119,0.04383116883116883,0.015151515151515154
253,Arhgap39,,,,,,,True,False,0.027222121134400368,,,,,,,,,,,,,,,,True,False,0.04451100900769234,,,,,,,4.31377297544056,0.845517231525683,0.05005411255411255,0.12581168831168832
254,Arhgap44,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.047782544046640396,,,,,,,12.3124926316334,1.10913098241654,0.06493506493506494,0.137987012987013
255,Arhgef12,,,,True,False,0.21444503962993622,,,,,,,,,,,,,True,False,0.11887619644403458,,,,True,False,0.27150705456733704,True,False,0.15044382214546204,,,,4.99549136538978,1.7811004030136,0.12581168831168832,0.2757034632034632
256,Arhgef16,,,,,,,,,,,,,,,,True,False,0.03840821236371994,,,,,,,,,,,,,,,,3.70223382562944,2.97019658058391,0.25595238095238093,0.02813852813852814
257,Arhgef18,,,,,,,,,,,,,True,False,0.0911543220281601,,,,,,,,,,,,,,,,,,,2.58905220631516,3.25813652456666,0.050865800865800864,0.11282467532467533
258,Arhgef19,True,True,0.017667138949036598,True,True,0.010658576153218746,,,,True,False,0.025444338098168373,,,,True,True,0.00959812942892313,,,,,,,,,,True,True,0.005436374340206385,True,False,0.03986707329750061,0.750392043736742,0.532405792412894,0.16801948051948054,0.030032467532467536
259,Arhgef2,,,,,,,True,False,0.06729324907064438,True,False,0.05157828330993652,,,,True,False,0.035301368683576584,True,False,0.04602460563182831,True,False,0.04279009997844696,True,False,0.04934036359190941,,,,,,,6.96421405200529,4674.77567428108,0.24323593073593075,0.03273809523809525
260,Arhgef28,,,,True,False,0.0996246188879013,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42915022050673,1.1233732400064,0.1057900432900433,0.15800865800865802
261,Arhgef3,True,False,0.36858054995536804,True,False,0.05898929014801979,True,False,0.0615435354411602,,,,True,False,0.06257361173629761,,,,True,False,0.1622553914785385,True,False,0.08421876281499863,True,False,0.13330988585948944,True,False,0.09751724451780319,,,,0.345740945592384,0.222062699938455,0.03490259740259741,0.09577922077922078
262,Arhgef7,,,,,,,True,False,0.22683751583099365,True,True,0.006303071975708008,True,False,0.1737699657678604,True,False,0.14879445731639862,,,,True,False,0.14909154176712036,True,True,0.004738912917673588,,,,True,False,0.14679864048957825,2.79077289267247,1.08060201730366,0.10903679653679654,0.13933982683982685
263,Arhgef9,True,False,0.0956842377781868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85877245007674,0.42352182666575,0.04951298701298702,0.07900432900432901
264,Arid1b,,,,,,,,,,,,,,,,,,,True,False,0.3341195285320282,,,,,,,,,,,,,12.4360716736588,4.08413358252199,0.1571969696969697,0.48511904761904756
265,Arid2,,,,,,,True,False,0.08693314343690872,True,False,0.11365367472171783,,,,,,,True,False,0.07893167436122894,,,,True,False,0.07428625226020813,,,,True,False,0.15620458126068115,5.08165952464599,2.12341480385219,0.23214285714285712,0.2121212121212121
266,Arid3a,True,False,0.033077385276556015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32552067463175,0.521519678775438,0.15692640692640691,0.023268398268398268
267,Arid4a,,,,,,,True,False,0.05201960727572441,True,False,0.04343663528561592,True,False,0.17660079896450043,,,,True,False,0.06578583270311356,,,,True,False,0.06370440125465393,True,False,0.05710357427597046,True,False,0.07770110666751862,3.53087410935211,1.15974310784427,0.24323593073593075,0.15340909090909094
268,Arid4b,,,,True,False,0.3245251774787903,,,,,,,True,False,0.3712782561779022,,,,,,,,,,,,,True,False,0.49315616488456726,,,,8.73602039927895,2.35388969607684,0.5587121212121211,0.4732142857142857
269,Arid5b,True,True,0.016077987849712372,,,,True,True,0.012058929540216923,True,True,0.015611260198056698,True,True,0.01312434021383524,True,True,0.00410687318071723,True,True,0.01103765144944191,True,True,0.013859222643077374,True,True,0.013768128119409084,True,True,0.013904748484492302,True,True,0.012301569804549217,1.041021443519,0.483674072775276,0.18208874458874458,0.26975108225108224
270,Arih1,,,,True,False,0.4831544756889343,,,,,,,True,False,0.5047057271003723,True,False,0.4962696433067322,,,,True,False,0.7479547262191772,,,,True,False,0.5492567420005798,,,,5.03649304031176,4.34529960712234,0.19967532467532467,0.4840367965367965
271,Arl15,,,,,,,True,False,3.430248498916626,,,,True,False,5.667433738708496,True,False,3.933151960372925,,,,,,,True,False,5.697338581085205,True,False,2.9446616172790527,,,,inf,1.89078686262076,0.025432900432900432,0.6266233766233766
272,Arl2bp,,,,,,,,,,,,,,,,True,False,0.08533409237861633,,,,,,,,,,,,,,,,6.00517339491487,0.355738914865407,0.5127164502164502,0.026515151515151516
273,Arl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,0.39628836512565613,7.23620784978182,1.44233924253707,0.7491883116883116,0.23836580086580086
274,Arl6ip1,True,True,1.8813196420669556,True,True,0.2948959469795227,True,True,0.3376709520816803,True,True,0.2703230082988739,True,True,0.41058656573295593,True,True,0.28437623381614685,True,True,0.3903695344924927,True,True,0.4503363072872162,True,False,1.0554862022399902,True,True,0.31220605969429016,True,True,0.3199351727962494,1.08314285500292,0.230759247024497,0.7205086580086579,0.045454545454545456
275,Arl6ip6,,,,True,False,0.0527619831264019,,,,True,False,0.06295544654130936,,,,,,,True,False,0.06202968209981918,,,,True,False,0.0624929741024971,,,,,,,3.41647068232102,0.540356759463213,0.44886363636363635,0.02353896103896104
